Year,gfdl.cm3.1.rcp85,gfdl.cm3.1.rcp60,gfdl.cm3.1.rcp45,gfdl.cm3.1.rcp26,gfdl.esm2m.1.rcp85,gfdl.esm2m.1.rcp26,gfdl.esm2m.1.rcp45,gfdl.esm2m.1.rcp60,csiro.mk3.6.0.1.rcp85,csiro.mk3.6.0.1.rcp26,csiro.mk3.6.0.1.rcp45,csiro.mk3.6.0.1.rcp60,hadgem2.es.1.rcp85,hadgem2.es.1.rcp60,hadgem2.es.1.rcp45,hadgem2.es.1.rcp26,miroc.esm.chem.1.rcp85,miroc.esm.chem.1.rcp60,miroc.esm.chem.1.rcp45,miroc.esm.chem.1.rcp26,miroc5.1.rcp85,miroc5.1.rcp60,miroc5.1.rcp45,miroc5.1.rcp26
2020,141.41941490736,137.601780867273,142.792060778453,137.584292725283,134.86222158026,133.614928237246,137.086388423124,134.695347789019,140.082088872322,137.968354823814,136.293498134174,135.363027393274,139.692644084513,140.949900727127,142.310168118995,144.347919494288,136.360628535637,140.431006462372,139.435155529343,136.529672599682,137.941394443255,132.141862088672,135.677353043533,135.271794952784
2021,142.639700738288,135.708698415223,140.467029478554,139.37963987089,133.245719470586,138.870126557352,136.340924987077,138.680238556701,134.920969067538,135.553780436448,137.207642212739,132.614629675892,133.929629540384,141.249976831496,140.028316039373,140.31093137367,136.741120371927,139.688236522389,134.434413474886,139.02613495174,137.894379240959,131.61150860965,137.549033935232,138.648696526174
2022,140.788312837463,132.920782530074,137.268012106312,137.583521875533,135.212287144938,135.626644440885,138.466121098201,134.983197267155,145.483589426653,134.708896130683,141.637396404389,131.978936924354,138.759854527834,140.68400430276,141.772334120323,137.687546034518,139.646120456498,140.849020006249,134.633339374719,142.077636030374,138.431252780488,132.360091305663,140.189072533044,133.6239405534
2023,135.954060319734,139.253576596966,136.50936092019,141.921341695146,137.46822609592,140.442922756887,133.857558527704,133.835271255035,140.560475678055,141.543428742268,137.016754405981,134.4005674356,134.691809246525,143.16351885094,137.165052050835,139.814186676393,137.538897179531,138.789956733731,140.923141308117,141.462185933514,135.501310642611,136.201618840431,138.141043313329,136.439066902567
2024,141.635646012818,140.779819150967,141.814768424149,136.655409510042,137.707226538965,139.941845254566,135.461145091756,140.393533248675,138.989584005126,140.286630957762,135.493483435024,136.305885724767,139.854683652193,139.876092601086,139.063914978054,137.730156503437,142.75522423031,139.831291942541,137.836841243425,137.855030971608,140.009132368564,137.309709473562,143.452243507926,141.605115333189
2025,140.522934485509,137.150871060083,136.616385626456,139.58591433403,133.605502003693,136.592314292351,137.704522370485,141.675045362482,134.544622826447,137.025507080684,139.595941490875,133.366653464384,141.554241262254,139.233340121672,141.037177477756,139.109595402159,133.285498884916,135.886362567998,142.067513507233,142.163901240562,141.690371885447,138.430746072249,139.461375679048,140.897070702445
2026,134.591183818564,143.748340631218,139.971563148813,142.287429548099,135.625511246428,134.260944780948,133.274487107092,138.191182979568,135.254647878563,135.074507539799,143.011080274279,134.168350269556,139.277233739796,139.048270516335,141.951559950633,143.575813392668,143.318417897787,140.406838558573,141.574786853009,136.897574674883,144.064003996571,138.81458824603,137.056901690736,136.087468551424
2027,137.365621668198,144.322589518237,140.052637352221,139.825350738935,139.969003733144,136.812900143928,137.673519906898,134.834289287549,138.278938579201,137.563717480431,136.439370443188,135.907107993653,140.176457754114,136.082123307984,140.16163966995,139.633823247143,141.473097574967,139.787033485214,138.806083786058,139.946161156856,138.201663324658,134.652690447906,133.365100439994,138.627623796545
2028,142.396754072295,137.933153303578,138.987063069728,143.6106538931,140.423829333436,136.855528676542,137.746805525309,137.988318791612,139.942989955374,139.723243243311,140.584916708373,136.720802333836,140.710888493451,141.893229325457,140.650189042185,142.781356056132,137.410776736347,135.207422991923,139.003470576747,140.884602857725,139.685225898382,138.867917546837,142.309022338414,136.922215161998
2029,143.433127667181,135.621727320341,146.625949583176,144.891754526095,134.969339192765,140.849962835671,138.745255838653,142.086843718338,140.531499125287,139.832910292451,137.480179380086,136.267787114673,141.7099242947,140.230261179043,139.421970895947,144.792491752217,143.32283425875,137.577944544582,142.361885188975,140.711200543145,134.118041723526,136.444923006773,138.96123561509,136.898269857572
2030,138.240577818892,141.939305832587,140.939928517579,135.324587902493,141.4421753849,137.646064045931,136.888635496366,139.696790375549,135.158603166692,140.901570795166,140.478216519433,140.382697450331,143.30412928767,140.45272677201,140.188884525109,135.659907887498,138.540385774978,139.859661224594,137.589753521017,138.203705563694,140.791706192677,139.361313469355,139.82588587469,136.52757797925
2031,142.933586150158,138.584092193168,142.678393221667,143.999567058421,137.112961130219,136.719231918956,134.517988414342,132.394903252429,136.976807306121,134.218330947053,143.090544897516,134.268498635999,143.838447920864,139.351926222933,137.452932444516,137.421451632455,143.226109236571,138.893059800354,146.247069625686,137.814131163575,142.761288364274,139.553934423582,142.945082965505,135.456331820582
2032,139.663094505429,137.903088200553,145.600172340803,143.281257847644,139.916878882489,142.895317187502,134.162835826764,133.530947520992,136.354304368272,142.260206217966,137.464533037692,134.926651194105,141.390673607558,135.373814626037,137.484936806777,138.49536779722,142.150828845717,144.594092553981,142.363902614966,136.538551280591,137.61733614039,135.951477726347,139.926665319759,140.109291496185
2033,137.74199100309,140.503060134737,135.788767656337,139.888477142185,136.562649350097,142.935521307257,141.229364843108,140.970200098102,136.162354565544,137.993440712364,139.655355777185,137.304684474039,140.017098113733,139.835283763586,136.883230901782,137.298605954799,141.897775578443,144.34603707427,140.346425535809,139.715484266241,137.293869261648,135.96506008541,135.2887126196,142.683971985476
2034,150.134546309272,140.802186921142,145.415576483663,143.951316325832,144.893593731539,137.1870175605,143.776962151777,133.829867060482,139.217649839138,140.001031357385,143.741728863087,137.720779531508,142.706179097634,139.664997881774,140.388854198946,138.311090392083,145.825491207604,142.344952876502,142.011734388908,144.496533195812,138.323299460701,139.877469878689,142.682852550032,139.240725165739
2035,141.577806787064,141.124102238361,150.175633951722,141.403298320477,136.957346243816,137.348452078222,137.404958003615,136.880764280325,141.399588518326,139.079937334775,137.115600020265,132.175400050595,144.225724506646,141.557415424537,139.830659333864,145.758618870383,146.883997960576,144.829056366624,140.728776899034,140.677165326474,141.377935038468,141.847965970147,141.467977108927,138.17149906861
2036,143.109565679854,142.879275130136,141.904484456997,141.284558255943,133.690089079279,136.690786700741,133.515510993308,139.613850919759,136.041880687222,141.839415615845,140.406426918435,136.111974055759,141.188433222343,141.557775261045,141.384020420629,144.0239298588,140.752947323612,142.900918803843,137.201226715781,141.895947077675,142.128968341517,140.16611808809,141.17336108801,136.880553096779
2037,143.580782117386,138.768793584697,141.543118448924,135.221195910901,142.048119297128,137.866935068647,132.766407296624,141.714537931972,139.674705459751,136.849722617994,136.092383894534,138.365919756291,143.903402538354,139.850010929295,141.356727096597,141.039859510553,136.350652183049,143.633631915099,141.784495954875,141.99464026724,140.582788780926,138.459114482559,140.631243386737,136.074946805449
2038,143.734524589161,145.545836128017,145.015266704022,141.56041173116,138.927230008242,139.905034614632,139.01184585311,136.869471036493,144.656475718842,136.798450615411,142.014138096832,135.331335634018,144.202652849962,138.430803958628,138.533226207946,142.488966726899,142.291867445611,141.233641771549,140.932207439858,140.731186284757,141.577371194875,137.725233442598,136.332651252178,138.050021676241
2039,141.717823809079,141.21649651686,144.897148902479,139.046404198653,138.965859693418,137.803336805394,142.602058717612,135.941988208259,139.900036927221,141.628720026663,143.031069474264,139.583419562735,139.918789950486,139.752528505748,142.8924626582,140.911549766152,146.595021829095,136.614866949352,137.156860288814,136.090316515439,139.771646112048,135.326538351682,142.679035211375,137.122705341742
2040,149.802178558978,144.642481581477,144.095535799199,139.961504228643,143.065510281918,135.291982533733,141.762567241944,142.736584442083,139.267655703638,137.383411156686,136.490531216011,139.744613666175,142.425895717427,138.939677277691,139.349603033034,138.748621250016,140.847932062359,140.057070418168,134.963495244358,140.256320166546,139.633554897935,139.809202988561,139.845830426684,134.752618661401
2041,145.328798261385,145.729421543888,139.786626092833,137.545828417173,139.505198663942,137.869649809042,140.728916419542,135.510327831444,143.547465793345,133.332811222922,141.139145370223,139.67887930262,144.14659824802,137.594848360667,138.545675390398,134.819639910845,141.365596640835,139.919454497415,144.748990400034,144.401763458184,142.763864588804,144.50286990847,145.664701005765,137.020620971406
2042,152.373563432266,144.09033831013,139.281559180119,143.330953201288,142.887106382583,139.248885765392,138.317690834063,135.996410154994,142.748769683672,137.279645674639,142.659901907614,138.668300718464,145.006440294032,137.398301181137,139.883737148505,138.101503805228,140.176699965298,141.44150643792,140.87895884507,145.561084046453,139.897048368617,138.662964527007,134.197267842606,138.924776256837
2043,140.765575440299,146.995190245147,141.086851713852,146.503586551441,144.742541636969,140.511172914407,145.204420244458,138.754038737702,141.922387654841,136.914857233892,136.135444728856,140.589766486377,142.651314718486,137.900633238023,140.852379315815,142.793934546237,147.519592357467,139.08517544455,141.88765707964,141.59496375634,142.402432383746,141.545252323411,135.738970301391,139.25351674171
2044,139.513286601678,142.030746871462,140.786661999995,141.134151713188,131.762610817839,137.626001349108,141.386832181137,142.116142198285,140.107417905575,139.521850049519,139.623651278809,142.401962318116,143.963404264576,137.577250648847,139.203617821329,138.324175887289,141.933323052336,142.600032390456,141.236764733058,140.689602592777,146.215434938903,139.768237366986,139.764654385653,138.328539569081
2045,148.844070331455,143.667210447547,146.690437097456,139.527598961024,136.016839101104,132.891653497001,137.052057958585,140.94758406843,142.572056264148,140.980883967831,144.45701919217,137.301284370388,144.670396849009,145.149998145287,139.666579591673,138.896557702462,147.545676450733,140.961532235495,138.177853263681,143.963445568958,146.775992028526,140.205408439013,142.488694361995,139.061059780816
2046,141.698657352287,144.218293280315,140.115786590995,138.849295853439,137.647290897772,137.782667780097,135.369232193933,141.648772115936,134.432954863803,142.137516475693,146.288837687096,142.090285063401,143.547308301273,147.79618890669,140.39383572196,145.149248957818,146.821986697363,141.496002114959,145.158607793029,141.545002174029,141.611445238369,137.846327623891,142.089270562371,140.850748436568
2047,144.710119244138,142.034516248171,145.059675774122,145.282862603748,136.264215788961,135.025204751836,138.701488728954,134.87528229355,144.682904737932,142.394005566175,143.597748856916,137.153372224483,143.406592913055,138.492859622592,141.232612055106,142.057104802406,144.773189716745,140.947492428836,146.867274512004,146.284167542327,144.715303592092,143.22218954669,141.706444598743,141.352927608972
2048,145.381850921352,141.969660001843,142.46874190568,147.342421324273,140.020539708219,135.168736342221,134.948964748942,141.038097158486,143.714016480437,136.174105284809,142.324834719133,140.888183045526,140.847453800891,145.943445059246,140.563801702326,141.565653823175,145.94285470562,144.880020332888,144.166722616255,138.181778812682,141.354334078236,138.258612902797,136.040856310816,140.587853583595
2049,152.540788553328,140.438588248692,141.899996257301,145.383800839509,145.830169573935,138.6602010239,139.71449612047,142.034551805812,141.139756806675,141.917059826698,144.718915225342,136.086046549924,146.148172400761,143.277865698212,140.253225421784,138.505172247372,145.706001798384,143.219255252408,143.072858629537,139.27658196291,144.713732783085,139.089814769566,142.931507445403,144.189788302918
2050,145.665675427802,142.309653353366,146.23839908698,143.753653036197,140.906012801071,138.401922739971,143.42838530382,138.345321799743,144.049549117613,140.436191700059,144.6765966689,135.928340151196,144.033458410545,142.920610829538,143.634690440535,140.158100047686,143.45357723382,142.192169251868,139.497665495973,139.025430649667,147.433778117226,142.971206619664,144.49190436639,137.931109663874
