Year,Month,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp85,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,miroc-esm.1.rcp45,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp85,miroc5.1.rcp45,miroc5.1.rcp85
2029,11,0.705,0.0,0.662,0.443,1.506,0.153,0.371,0.389,0.976,0.001,0.606,0.43,0.716,0.017,0.016,0.805,0.727,0.598,0.0,0.571,0.556,0.16,0.263,1.204,0.798,0.424,0.02,0.282,0.029,0.605,0.024,0.448,0.837,0.001,0.602,0.12,0.894,0.0,0.025,0.045,0.149,0.535,0.898,0.718
2029,12,0.807,1.226,1.492,0.119,0.509,0.462,0.545,1.207,0.886,0.343,0.058,0.287,0.645,1.206,1.137,1.967,1.159,0.225,2.473,0.046,4.631,0.552,1.802,0.761,1.398,0.007,0.114,0.085,0.976,0.007,3.292,1.474,0.717,0.007,0.33,1.838,1.443,1.944,0.833,1.431,0.805,0.374,1.998,0.925
2030,1,0.621,0.187,1.248,0.914,1.012,0.643,0.215,0.077,1.723,1.087,0.757,0.593,0.569,0.064,2.121,0.18,0.35,1.21,0.007,0.109,1.121,1.314,0.009,0.032,1.465,0.939,0.893,0.231,0.298,0.172,1.153,0.522,0.168,0.74,0.014,1.87,0.947,1.275,0.37,0.112,0.176,0.424,0.386,1.005
2030,2,0.009,1.301,0.379,0.069,0.86,0.561,1.793,0.477,0.21,1.66,1.989,0.862,0.657,1.41,0.081,0.042,1.104,1.193,0.199,0.173,0.21,0.842,0.047,0.073,0.259,0.687,0.106,1.293,0.006,0.2,0.023,0.144,0.474,0.893,1.181,0.25,3.093,1.315,0.125,0.158,1.289,0.214,0.033,0.327
2030,3,0.321,0.845,0.598,1.0,0.076,0.074,0.947,0.958,0.348,0.0,1.952,1.255,0.264,0.053,0.686,0.364,1.035,0.799,0.621,0.0,0.044,1.402,1.921,0.392,0.144,0.099,0.652,0.634,0.311,0.343,0.049,0.039,0.134,0.058,0.026,0.668,0.0,0.291,0.061,0.53,0.9,0.422,0.68,0.2
2030,4,0.581,0.167,0.261,0.004,0.042,1.071,0.342,0.199,0.206,0.314,0.004,0.006,0.043,0.043,0.318,0.132,0.001,0.001,0.001,0.234,0.306,0.346,0.176,0.284,0.352,0.14,1.059,0.001,0.0,0.001,0.025,0.188,0.001,0.232,1.205,0.545,0.41,0.368,0.525,0.001,0.265,0.111,0.435,0.003
2030,5,0.008,0.02,0.046,0.008,0.113,0.185,0.06,0.016,0.145,0.009,0.03,0.18,0.213,0.108,0.25,0.533,0.002,0.018,0.025,0.004,0.04,0.149,0.013,0.139,0.007,0.0,0.009,0.001,0.107,0.127,0.0,0.206,0.252,0.349,0.036,0.445,0.029,0.486,0.288,0.082,0.451,1.017,0.006,0.281
2030,6,0.696,0.157,0.12,0.248,0.056,0.225,0.212,0.019,0.133,0.069,0.179,0.31,0.179,0.019,0.029,0.207,0.16,0.215,0.062,0.426,0.297,0.285,0.075,0.223,0.067,0.103,0.11,0.081,0.351,0.194,0.372,0.52,0.092,0.388,0.051,0.259,0.141,0.142,0.17,0.748,0.016,2.283,0.008,0.16
2030,7,0.967,2.925,4.262,1.687,1.552,1.672,1.283,2.303,2.043,0.839,1.688,1.74,1.058,0.733,1.164,3.061,2.908,0.999,1.06,1.815,2.471,1.142,1.778,1.309,1.683,2.397,0.834,1.957,1.654,1.995,2.299,1.165,1.703,6.3,1.136,1.628,3.233,4.903,2.189,2.535,1.778,3.605,1.953,2.943
2030,8,1.667,1.64,1.975,1.413,0.981,2.901,1.8,1.791,1.736,1.746,1.759,2.307,2.408,2.503,1.271,0.782,2.993,1.706,2.009,1.724,2.978,1.93,1.746,2.977,1.034,2.884,0.72,2.463,2.328,0.892,1.254,3.273,1.198,2.959,0.497,1.259,1.48,1.578,1.984,1.831,2.298,2.414,1.889,3.023
